,quarter,game_clock,drive_num,drive_count,poss,down,dist,yl,terr,play_type,gain_loss,gnls_to_yl,gnls_to_terr,rusher,run_dir,passer,pass_dir,pass_depth,intended,pass_result,intBy,int_terr,int_yl,pbuBy,hurriedBy,kicker,kick_yards,kick_terr,kick_yl,kick_result,fg_dist,fg_result,xp_type,xp_result,retBy,ret_yards,ret_terr,ret_yl,tackler1,tackler2,fumble_num,fumbleBy,recoveredBy,recovery_team,recov_terr,recov_yl,presnap_pen,penalty,penOn,pen_team,pen_yards,touchdown,no_play,timeout,kneel,away_points_on_play,home_points_on_play,away_points,home_points,play_duration,est_game_clock,sec_remaining_half
158,3,12:02,17,11,MUHL,1,35,-35,MUHL,Kickoff,,,,,,,,,,,,,,,,C Fenstermaker,60,MOR,5,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.0,28.0,00:00,11:48,1608
164,3,12:02,18,4,MOR,1,10,-25,MOR,Run,0.0,25,MOR,Nate Boyle,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Ekstrom,,,,,,,,,,,,,,,,,0,0,6.0,28.0,00:29,11:48,1608
165,3,12:02,18,5,MOR,2,10,-25,MOR,Pass,0.0,,,,,Jared Jenkins,,,Jordan Bingham,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.0,28.0,00:14,11:19,1579
166,3,12:02,18,6,MOR,3,10,-25,MOR,Pass,-6.0,19,MOR,,,Jared Jenkins,,,,Sack,,,,,,,,,,,,,,,,,,,K McDowdell,,,,,,,,,,,,,,,,,0,0,6.0,28.0,00:14,11:04,1564
167,3,10:50,18,7,MOR,4,16,-19,MOR,Run,-19.0,0,MOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6.0,28.0,00:26,10:50,1550
169,3,10:50,18,9,MOR,1,20,-20,MOR,Kickoff,,,,,,,,,,,,,,,,Jared Jenkins,35,MUHL,45,Return,,,,,Tommy Donnelly,9,MOR,46,Chris Ortalano,Nick Coffaro,,,,,,,,,,,,,,,,0,0,6.0,30.0,00:13,10:24,1524
173,3,10:50,19,2,MUHL,1,10,46,MOR,Pass,14.0,32,MOR,,,Joe Repetti,,,Matthew Manning,Complete,,,,,,,,,,,,,,,,,,,Nick Coffaro,,,,,,,,,,,,,,,,,0,0,6.0,30.0,00:13,10:12,1512
174,3,10:50,19,3,MUHL,1,10,32,MOR,Run,8.0,24,MOR,Matthew Manning,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Lake,,,,,,,,,,,,,,,,,0,0,6.0,30.0,00:26,09:59,1499
175,3,09:33,19,4,MUHL,2,2,24,MOR,Run,24.0,0,MOR,Matthew Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0,6,6.0,30.0,00:03,09:33,1473
176,3,09:33,19,5,MUHL,1,3,3,MOR,Extra Pt.,,,,,,,,,,,,,,,,Alex Garrido,,,,,,,Kick,Good,,,,,,,,,,,,,,,,,,,,,,0,1,6.0,36.0,00:00,09:30,1470
177,3,09:33,19,6,MUHL,1,35,-35,MUHL,Kickoff,,,,,,,,,,,,,,,,C Fenstermaker,55,MOR,10,Return,,,,,Camron Tinajero,9,MOR,19,Tyler Ekstrom,,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:02,09:30,1470
181,3,09:28,20,2,MOR,1,10,-19,MOR,Run,0.0,19,MOR,Camron Tinajero,,,,,,,,,,,,,,,,,,,,,,,,,J Armstrong,,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:31,09:28,1468
182,3,09:28,20,3,MOR,2,10,-19,MOR,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False Start,,MOR,5,,,,,0,0,6.0,37.0,00:16,08:57,1437
183,3,09:28,20,4,MOR,2,15,-14,MOR,Pass,0.0,,,,,Jared Jenkins,,,Brad Bryan,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pass Interference,,MUHL,15,,1.0,,,0,0,6.0,37.0,00:16,08:41,1421
184,3,09:28,20,5,MOR,1,10,-29,MOR,Run,2.0,31,MOR,Camron Tinajero,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Ekstrom,,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:31,08:25,1405
185,3,09:28,20,6,MOR,2,8,-31,MOR,Pass,0.0,,,,,Jared Jenkins,,,Jordan Lewis,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:16,07:54,1374
187,3,09:28,20,8,MOR,3,8,-31,MOR,Pass,8.0,39,MOR,,,Jared Jenkins,,,Tim Garlick,Complete,,,,,,,,,,,,,,,,,,,Matt Giuliano,,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:16,07:38,1358
188,3,09:28,20,9,MOR,1,10,-39,MOR,Run,6.0,45,MOR,LJ Cooper,,,,,,,,,,,,,,,,,,,,,,,,,Matt Giuliano,Tim Higgins,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:31,07:22,1342
189,3,09:28,20,10,MOR,2,4,-45,MOR,Run,2.0,47,MOR,LJ Cooper,,,,,,,,,,,,,,,,,,,,,,,,,Derek Graichen,,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:31,06:51,1311
190,3,09:28,20,11,MOR,3,2,-47,MOR,Run,1.0,48,MOR,LJ Cooper,,,,,,,,,,,,,,,,,,,,,,,,,Peyton Elliott,Owen Kovacs,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:31,06:20,1280
191,3,09:28,20,12,MOR,4,1,-48,MOR,Run,-1.0,47,MOR,LJ Cooper,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Ekstrom,Matt Papa,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:31,05:48,1248
195,3,05:17,21,2,MUHL,1,10,47,MOR,Run,9.0,38,MOR,Timothy Buda,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Johnson,Clay Basile,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:20,05:17,1217
196,3,05:17,21,3,MUHL,2,1,38,MOR,Run,7.0,31,MOR,Ian Csicsek,,,,,,,,,,,,,,,,,,,,,,,,,EJ Boney,Clay Basile,,,,,,,,,,,,,,,,0,0,6.0,37.0,00:20,04:57,1197
197,3,05:17,21,4,MUHL,1,10,31,MOR,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Personal Foul,,MOR,15,,,,,0,0,6.0,37.0,00:10,04:37,1177
198,3,05:17,21,5,MUHL,1,10,16,MOR,Run,3.0,13,MOR,Ian Csicsek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holding,,MUHL,10,,,,,0,0,6.0,37.0,00:20,04:27,1167
199,3,04:07,21,6,MUHL,1,17,23,MOR,Pass,23.0,0,MOR,,,Joe Repetti,,,Matt McKenna,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0,6,6.0,37.0,00:02,04:07,1147
200,3,04:07,21,7,MUHL,1,3,3,MOR,Extra Pt.,,,,,,,,,,,,,,,,Nick Stannard,,,,,,,Kick,Good,,,,,,,,,,,,,,,,,,,,,,0,1,6.0,43.0,00:00,04:05,1145
201,3,04:07,21,8,MUHL,1,35,-35,MUHL,Kickoff,,,,,,,,,,,,,,,,Ayden Scharper,54,MOR,11,Return,,,,,Nick Coffaro,16,MOR,27,Matt Giuliano,,,,,,,,,,,,,,,,,0,0,6.0,44.0,00:02,04:05,1145
205,3,04:02,22,2,MOR,1,10,-27,MOR,Pass,49.0,24,MUHL,,,Jared Jenkins,,,Brad Bryan,Complete,,,,,,,,,,,,,,,,,,,Owen Kovacs,,,,,,,,,,,,,,,,,0,0,6.0,44.0,00:25,04:02,1142
206,3,04:02,22,3,MOR,1,10,24,MUHL,Pass,4.0,20,MUHL,,,Jared Jenkins,,,Bryan Monge,Complete,,,,,,,,,,,,,,,,,,,Matt Giuliano,John Lohrer,,,,,,,,,,,,,,,,0,0,6.0,44.0,00:25,03:37,1117
207,3,04:02,22,4,MOR,2,6,20,MUHL,Run,4.0,16,MUHL,Nate Boyle,,,,,,,,,,,,,,,,,,,,,,,,,Tim Higgins,Derek Graichen,,,,,,,,,,,,,,,,0,0,6.0,44.0,00:51,03:11,1091
208,3,04:02,22,5,MOR,3,2,16,MUHL,Pass,11.0,5,MUHL,,,Jared Jenkins,,,Bryan Monge,Complete,,,,,,,,,,,,,,,,,,,Alex Batista,,,,,,,,,,,,,,,,,0,0,6.0,44.0,00:25,02:21,1041
209,3,04:02,22,6,MOR,1,5,5,MUHL,Pass,0.0,,,,,Jared Jenkins,,,Brad Bryan,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.0,44.0,00:25,01:55,1015
210,3,01:30,22,7,MOR,2,5,5,MUHL,Run,5.0,0,MUHL,Nate Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,6,0,6.0,44.0,00:03,01:30,990
211,3,01:30,22,8,MOR,1,3,3,MUHL,2 Pt.,,,,,,Jared Jenkins,,,,,,,,,,,,,,,,,Pass,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:03,01:27,987
212,3,01:30,22,9,MOR,1,35,-35,MOR,Kickoff,,,,,,,,,,,,,,,,Jackson Lake,41,MUHL,24,Return,,,,,Joshua Castro,13,MUHL,37,Nick Weston,Colin Conway,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:03,01:25,985
216,3,01:22,23,2,MUHL,1,10,-37,MUHL,Run,3.0,40,MUHL,Brett Confer,,,,,,,,,,,,,,,,,,,,,,,,,Jashon Teller,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:41,01:22,982
217,3,01:22,23,3,MUHL,2,7,-40,MUHL,Run,4.0,44,MUHL,Matthew Manning,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy McGuigan,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:41,00:41,941
220,4,15:00,24,2,MUHL,3,3,-44,MUHL,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False Start,,MUHL,5,,,,,0,0,12.0,44.0,00:05,15:00,900
221,4,15:00,24,3,MUHL,3,8,-39,MUHL,Pass,0.0,,,,,Brett Confer,,,Caden Reph,Incomplete,,,,Chris Ortalano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:05,14:55,895
222,4,15:00,24,4,MUHL,4,8,-39,MUHL,Punt,,,,,,,,,,,,,,,,Ayden Scharper,46,MOR,15,Out Of Bounds,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:05,14:49,889
226,4,14:44,25,2,MOR,1,10,-15,MOR,Run,4.0,19,MOR,LJ Cooper,,,,,,,,,,,,,,,,,,,,,,,,,Tim Higgins,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:29,14:44,884
227,4,14:44,25,3,MOR,2,6,-19,MOR,Run,2.0,21,MOR,LJ Cooper,,,,,,,,,,,,,,,,,,,,,,,,,Josh Ferro,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:29,14:15,855
228,4,14:44,25,4,MOR,3,4,-21,MOR,Pass,0.0,,,,,Jared Jenkins,,,Brad Bryan,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:14,13:47,827
229,4,14:44,25,5,MOR,4,4,-21,MOR,Punt,,,,,,,,,,,,,,,,Colin Conway,29,,50,Downed,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:14,13:32,812
233,4,13:18,26,2,MUHL,1,10,50,MUHL,Run,8.0,42,MOR,Ian Csicsek,,,,,,,,,,,,,,,,,,,,,,,,,Chris Ortalano,EJ Harvey,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:44,13:18,798
234,4,13:18,26,3,MUHL,2,2,42,MOR,Pass,0.0,,,,,Brett Confer,,,Caden Reph,Incomplete,,,,Chris Ortalano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:22,12:34,754
235,4,13:18,26,4,MUHL,3,2,42,MOR,Run,3.0,39,MOR,John Sauchelli,,,,,,,,,,,,,,,,,,,,,,,,,Chris Ortalano,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:44,12:12,732
236,4,13:18,26,5,MUHL,1,10,39,MOR,Run,12.0,27,MOR,Ian Csicsek,,,,,,,,,,,,,,,,,,,,,,,,,Damere Rooker,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:44,11:27,687
237,4,13:18,26,6,MUHL,1,10,27,MOR,Run,6.0,21,MOR,Ian Csicsek,,,,,,,,,,,,,,,,,,,,,,,,,Clay Basile,,,,,,,,,,,,,,,1.0,,0,0,12.0,44.0,00:22,10:43,643
238,4,10:21,26,7,MUHL,2,4,21,MOR,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:15,10:21,621
239,4,10:21,26,8,MUHL,2,4,21,MOR,Run,4.0,17,MOR,Tommy Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,Clay Basile,,,,,,,,,,,,,,,,,0,0,12.0,44.0,00:31,10:06,606
240,4,09:35,26,9,MUHL,1,10,17,MOR,Run,17.0,0,MOR,Tommy Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0,6,12.0,44.0,00:05,09:35,575
241,4,09:35,26,10,MUHL,1,3,3,MOR,Extra Pt.,,,,,,,,,,,,,,,,Nick Stannard,,,,,,,Kick,Good,,,,,,,,,,,,,,,,,,,,,,0,1,12.0,50.0,00:00,09:30,570
242,4,09:35,26,11,MUHL,1,35,-35,MUHL,Kickoff,,,,,,,,,,,,,,,,Ayden Scharper,57,MOR,8,Return,,,,,Nick Coffaro,50,MUHL,42,Ayden Scharper,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:05,09:30,570
246,4,09:25,27,2,MOR,1,10,42,MUHL,Run,1.0,41,MUHL,Mike Willis,,,,,,,,,,,,,,,,,,,,,,,,,Tim Higgins,Blaze Curry,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:31,09:25,565
247,4,09:25,27,3,MOR,2,9,41,MUHL,Pass,9.0,32,MUHL,,,Jared Jenkins,,,Tim Garlick,Complete,,,,,,,,,,,,,,,,,,,Marcus McClaine,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:15,08:54,534
248,4,09:25,27,4,MOR,1,10,32,MUHL,Pass,11.0,21,MUHL,,,Jared Jenkins,,,Tim Garlick,Complete,,,,,,,,,,,,,,,,,,,Tim Higgins,Isaiah Williams,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:15,08:39,519
249,4,09:25,27,5,MOR,1,10,21,MUHL,Run,1.0,20,MUHL,Mike Willis,,,,,,,,,,,,,,,,,,,,,,,,,Derek Rosenow,Isaiah Williams,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:31,08:23,503
250,4,09:25,27,6,MOR,2,9,20,MUHL,Run,9.0,11,MUHL,Jared Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,Derek Rosenow,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:31,07:53,473
251,4,09:25,27,7,MOR,1,10,11,MUHL,Pass,0.0,,,,,Jared Jenkins,,,Jordan Bingham,Incomplete,,,,Isaiah Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:15,07:22,442
252,4,09:25,27,8,MOR,2,10,11,MUHL,Pass,0.0,,,,,Jared Jenkins,,,Tim Garlick,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:15,07:07,427
253,4,09:25,27,9,MOR,3,10,11,MUHL,Pass,-11.0,22,MUHL,,,Jared Jenkins,,,,Sack,,,,,,,,,,,,,,,,,,,Derek Graichen,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:15,06:51,411
254,4,09:25,27,10,MOR,4,21,22,MUHL,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Personal Foul,,MOR,15,,,,,0,0,12.0,51.0,00:15,06:36,396
255,4,09:25,27,11,MOR,4,36,37,MUHL,Pass,0.0,,,,,Jared Jenkins,,,Tim Garlick,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:15,06:20,380
259,4,06:05,28,2,MUHL,1,10,-37,MUHL,Run,1.0,38,MUHL,Bryson Perryman,,,,,,,,,,,,,,,,,,,,,,,,,Prince Sokpo,EJ Boney,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:43,06:05,365
260,4,06:05,28,3,MUHL,2,9,-38,MUHL,Run,4.0,42,MUHL,Bryson Perryman,,,,,,,,,,,,,,,,,,,,,,,,,EJ Harvey,Isaiah Johnson,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:43,05:22,322
261,4,06:05,28,4,MUHL,3,5,-42,MUHL,Pass,4.0,46,MUHL,,,Brett Confer,,,Dominic Strain,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:22,04:39,279
262,4,06:05,28,5,MUHL,4,1,-46,MUHL,Punt,,,,,,,,,,,,,,,,Ayden Scharper,32,MOR,22,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:22,04:17,257
266,4,03:56,29,2,MOR,1,10,-22,MOR,Run,1.0,23,MOR,Parker Miller,,,,,,,,,,,,,,,,,,,,,,,,,Alex Schafer,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:35,03:56,236
267,4,03:56,29,3,MOR,2,9,-23,MOR,Run,-3.0,20,MOR,Parker Miller,,,,,,,,,,,,,,,,,,,,,,,,,Derek Graichen,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:35,03:21,201
268,4,03:56,29,4,MOR,3,12,-20,MOR,Pass,0.0,,,,,Carter Hallgren,,,Nick Coffaro,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:18,02:46,166
269,4,03:56,29,5,MOR,4,12,-20,MOR,Punt,,,,,,,,,,,,,,,,Colin Conway,52,MUHL,28,Downed,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:18,02:28,148
273,4,02:11,30,2,MUHL,1,10,-28,MUHL,Run,4.0,32,MUHL,I SchafferNeitz,,,,,,,,,,,,,,,,,,,,,,,,,Josh Ruela,Zach Scillia,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:44,02:11,131
274,4,02:11,30,3,MUHL,2,6,-32,MUHL,Run,0.0,32,MUHL,I SchafferNeitz,,,,,,,,,,,,,,,,,,,,,,,,,EJ Harvey,,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:44,01:27,87
275,4,02:11,30,4,MUHL,3,6,-32,MUHL,Run,13.0,45,MUHL,I SchafferNeitz,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Johnson,Zach Scillia,,,,,,,,,,,,,,,,0,0,12.0,51.0,00:44,00:44,44
