PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
102,Gettysburg,D,GC,3,,9.0,5.0,2.0,12.0,-30.0,Run,Rush,0.0,Nick Riggio,,,,,,,Dan DiBeneditto,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:54,1434,7,28,21,3,3,3,,,,,,,
103,Gettysburg,D,GC,3,,9.0,6.0,3.0,12.0,-30.0,Pass,Incomplete,0.0,,Logan Edmond,Incomplete,Mike Vigliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,08:54,1434,7,28,21,3,3,3,,,,,,,
104,Gettysburg,K,GC,3,,,,4.0,12.0,-30.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Doug Cummings,37.0,33.0,Fair Catch,,,,,,,,,,,,08:54,1434,7,28,21,3,3,3,,,,,,,
105,Gettysburg,O,FMC,3,,8.0,1.0,0.0,10.0,-33.0,Run,Rush,15.0,Keshon Farmer,,,,,,,Chris Lessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:37,1237,28,7,21,3,3,3,,,,,,,
106,Gettysburg,O,FMC,3,,8.0,2.0,1.0,10.0,-48.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Mike Galaida,Jr. Rich Cardac,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:37,1237,28,7,21,3,3,3,,,,,,,
107,Gettysburg,O,FMC,3,,8.0,3.0,2.0,6.0,48.0,Run,Rush,-1.0,Keshon Farmer,,,,,,,Kevin Park,Alex Raimondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:37,1237,28,7,21,3,3,3,,,,,,,
108,Gettysburg,O,FMC,3,,8.0,4.0,3.0,7.0,49.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Drew Benfatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,05:37,1237,28,7,21,3,3,3,,,,,,,
109,Gettysburg,K,FMC,3,,,,4.0,7.0,49.0,Punt,Return,,,,,,,,,Matt Scully,,,,,,,Sal DeBenedetto,,11.0,,,,,Jack Rodenberge,32.0,17.0,Return,,,,,,,,,,,,05:37,1237,28,7,21,3,3,3,,,,,,,
110,Gettysburg,D,GC,3,,10.0,1.0,0.0,10.0,-11.0,Pass,Complete,0.0,,Logan Edmond,Complete,Victor Hoffman,,,,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:26,1106,7,28,21,3,3,3,,,,,,,
111,Gettysburg,D,GC,3,,10.0,2.0,2.0,10.0,-11.0,Run,Rush,6.0,Chris Vass,,,,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:26,1106,7,28,21,3,3,3,,,,,,,
112,Gettysburg,,GC,3,,,,3.0,4.0,-17.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gettysburg,,,,,,03:26,1106,7,28,21,3,3,3,,,,,,,
113,Gettysburg,D,GC,3,,10.0,3.0,3.0,4.0,-17.0,Run,Rush,3.0,Aidan Feulner,,,,,,,Ben Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,02:07,1027,7,28,21,3,2,3,,,,,,,
114,Gettysburg,K,GC,3,,,,4.0,1.0,-20.0,Punt Ret,Return,,,,,,,,,Mike Galos,,,,,,,Dan DiBeneditto,36,-22.0,,,,,Doug Cummings,38.0,42.0,Return,,,,,,,,,,,,02:07,1027,7,28,21,3,2,3,,,,,,,
115,Gettysburg,O,FMC,3,,9.0,1.0,0.0,10.0,22.0,Pass,Complete,22.0,,Logan Clouse,Complete,Drew Benfatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,01:06,966,28,7,21,3,3,2,,,,,,,
116,Gettysburg,K,FMC,3,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Miller,,,Good,,,,,,,,00:59,959,34,7,27,3,3,2,,,,,,,
117,Gettysburg,K,FMC,3,,,,,,,KO,Out of bounds,,,,,,,,,,,,,,,,,,,Jack Rodenberge,60.0,5.0,Out of bounds,,,,,,,,,,,,,,,,00:59,959,35,7,28,3,3,2,,,,,,,
118,Gettysburg,D,GC,3,,11.0,1.0,0.0,10.0,-35.0,Pass,Incomplete,0.0,,Logan Edmond,Incomplete,Sal DeBenedetto,,,,Kell Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,959,7,35,28,3,2,3,,,,,,,
119,Gettysburg,D,GC,3,,11.0,2.0,2.0,10.0,-35.0,Pass,Incomplete,0.0,,Logan Edmond,Incomplete,Andrew Lusardi,,,,Owen Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,959,7,35,28,3,2,3,,,,,,,
120,Gettysburg,D,GC,3,,11.0,3.0,3.0,10.0,-35.0,Pass,Sack,-4.0,,Logan Edmond,Sack,,,,,Jake Perloski,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,00:59,959,7,35,28,3,2,3,,,,,,,
121,Gettysburg,K,GC,3,,,,4.0,14.0,-31.0,Punt Ret,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Doug Cummings,34.0,35.0,Out of bounds,,,,,,,,,,,,00:59,959,7,35,28,3,2,3,,,,,,,
122,Gettysburg,O,FMC,4,,10.0,1.0,0.0,10.0,-35.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Von Musgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,35,7,28,3,3,2,,,,,,,
123,Gettysburg,O,FMC,4,,10.0,2.0,2.0,6.0,-39.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Von Musgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,35,7,28,3,3,2,,,,,,,
124,Gettysburg,,FMC,4,,,,3.0,2.0,-43.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marsh,,,,,,15:00,900,35,7,28,3,3,2,,,,,,,
125,Gettysburg,O,FMC,4,,10.0,3.0,3.0,2.0,-43.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Nate Calderone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:42,822,35,7,28,2,2,2,,,,,,,
126,Gettysburg,K,FMC,4,,,,4.0,2.0,-43.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,51.0,6.0,,,,,,,,,,,,,13:42,822,35,7,28,2,2,2,,,,,,,
127,Gettysburg,D,GC,4,,12.0,1.0,0.0,10.0,-6.0,Run,Rush,2.0,Chris Vass,,,,,,,Derek Zewinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,808,7,35,28,2,2,2,,,,,,,
128,Gettysburg,D,GC,4,,12.0,2.0,2.0,8.0,-8.0,Run,Rush,4.0,Aidan Feulner,,,,,,,Marcellus Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,808,7,35,28,2,2,2,,,,,,,
129,Gettysburg,D,GC,4,,12.0,3.0,3.0,4.0,-12.0,Run,Rush,8.0,Aidan Feulner,,,,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,808,7,35,28,2,2,2,,,,,,,
130,Gettysburg,D,GC,4,,12.0,4.0,1.0,10.0,-20.0,Pass,Complete,8.0,,Logan Edmond,Complete,Max Schelling,,,,Owen Walsh,Isaiah Chery,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,808,7,35,28,2,2,2,,,,,,,
131,Gettysburg,D,GC,4,,12.0,5.0,2.0,2.0,-28.0,Run,Rush,7.0,Chris Vass,,,,,,,Isaiah Chery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,808,7,35,28,2,2,2,,,,,,,
132,Gettysburg,D,GC,4,,12.0,6.0,1.0,10.0,-35.0,Pass,Incomplete,0.0,,Logan Edmond,Incomplete,Mike Vigliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,808,7,35,28,2,2,2,,,,,,,
133,Gettysburg,D,GC,4,,12.0,7.0,2.0,10.0,-35.0,Pass,Complete,10.0,,Logan Edmond,Complete,Sal DeBenedetto,,,,Zhymir Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,808,7,35,28,2,2,2,,,,,,,
134,Gettysburg,D,GC,4,,12.0,8.0,1.0,10.0,-45.0,Pass,Complete,55.0,,Logan Edmond,Complete,Max Schelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,13:28,808,7,35,28,2,2,2,,,,,,,
135,Gettysburg,K,GC,4,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Doug Cummings,,,Good,,,,,,,,10:04,604,13,35,22,2,2,2,,,,,,,
136,Gettysburg,K,GC,4,,,,,,,KO Ret,,,,,,,,,,,,,,,,,,,,Doug Cummings,13.0,-48.0,,,,,,,,,,,,,,,,,10:04,604,14,35,21,2,2,2,,,,,,,
137,Gettysburg,O,FMC,4,,11.0,1.0,0.0,10.0,48.0,Run,Rush,7.0,Keshon Farmer,,,,,,,Chris Lessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
138,Gettysburg,O,FMC,4,,11.0,2.0,2.0,3.0,41.0,Run,Rush,3.0,Keshon Farmer,,,,,,,Chris Lessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
139,Gettysburg,O,FMC,4,,11.0,3.0,1.0,10.0,38.0,Run,Rush,5.0,Keshon Farmer,,,,,,,Chris Lessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
140,Gettysburg,O,FMC,4,,11.0,4.0,2.0,5.0,33.0,Run,Rush,10.0,Keshon Farmer,,,,,,,Jr. Rich Cardac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
141,Gettysburg,O,FMC,4,,11.0,5.0,1.0,10.0,23.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Matt Mikulka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
142,Gettysburg,O,FMC,4,,11.0,6.0,2.0,6.0,19.0,Run,Rush,8.0,Keshon Farmer,,,,,,,Von Musgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
143,Gettysburg,O,FMC,4,,11.0,7.0,1.0,10.0,11.0,Run,Rush,1.0,Keshon Farmer,,,,,,,Eamon Morrissey,Alex Raimondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
144,Gettysburg,O,FMC,4,,11.0,8.0,2.0,9.0,10.0,Run,Rush,-6.0,Keshon Farmer,,,,,,,Johnny O'Beirne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,600,35,14,21,2,2,2,,,,,,,
145,Gettysburg,O,FMC,4,,11.0,9.0,3.0,15.0,16.0,Pass,Complete,16.0,,Logan Clouse,Complete,Will Higson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,10:00,600,35,14,21,2,2,2,,,,,,,
146,Gettysburg,K,FMC,4,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Miller,,,Good,,,,,,,,04:13,253,41,14,27,2,2,2,,,,,,,
147,Gettysburg,K,FMC,4,,,,,,,KO,Return,,,,,,,,,Jacob Hille,,,,,,,Sebastian Gibbs,30,37.0,Jack Rodenberge,58.0,7.0,Return,,,,,,,,,,,,,,,,04:13,253,42,14,28,2,2,2,,,,,,,
148,Gettysburg,D,GC,4,,13.0,1.0,0.0,10.0,-37.0,Pass,Incomplete,0.0,,Logan Edmond,Incomplete,Sal DeBenedetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:06,246,14,42,28,2,2,2,,,,,,,
149,Gettysburg,D,GC,4,,13.0,2.0,2.0,10.0,-37.0,Pass,Complete,5.0,,Logan Edmond,Complete,Matt Lajoie,,,,Kyle Addis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:06,246,14,42,28,2,2,2,,,,,,,
150,Gettysburg,D,GC,4,,13.0,3.0,3.0,5.0,-42.0,Pass,Incomplete,0.0,,Logan Edmond,Incomplete,Matt Lajoie,,,,Zhymir Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:06,246,14,42,28,2,2,2,,,,,,,
151,Gettysburg,D,GC,4,,13.0,4.0,4.0,5.0,-42.0,Run,Rush,-2.0,Aidan Feulner,,,,,,,Ryan McArthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,04:06,246,14,42,28,2,2,2,,,,,,,
152,Gettysburg,O,FMC,4,,12.0,1.0,0.0,10.0,40.0,Run,Rush,-1.0,Keshon Farmer,,,,,,,Alex Raimondo,Matt Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:23,203,42,14,28,2,2,2,,,,,,,
153,Gettysburg,O,FMC,4,,12.0,2.0,2.0,11.0,41.0,Run,Rush,26.0,Keshon Farmer,,,,,,,Von Musgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:23,203,42,14,28,2,2,2,,,,,,,
154,Gettysburg,O,FMC,4,,12.0,3.0,1.0,10.0,15.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Brian Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:23,203,42,14,28,2,2,2,,,,,,,
155,Gettysburg,O,FMC,4,,12.0,4.0,2.0,6.0,11.0,Run,Rush,9.0,Keshon Farmer,,,,,,,Johnny O'Beirne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:23,203,42,14,28,2,2,2,,,,,,,
156,Gettysburg,,FMC,4,,,,1.0,2.0,2.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:23,203,42,14,28,2,2,2,false start,FMC,Gregg Johnson,,,,5.0
157,Gettysburg,O,FMC,4,,12.0,5.0,1.0,7.0,7.0,Run,Rush,-2.0,Keshon Farmer,,,,,,,Mike Galaida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:23,203,42,14,28,2,2,2,,,,,,,
158,Gettysburg,,FMC,4,,,,2.0,9.0,9.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:23,203,42,14,28,2,2,2,delay of game,FMC,,,,,5.0
159,Gettysburg,O,FMC,4,,12.0,6.0,2.0,14.0,14.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Mike Cassidy,Matt Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,Game,03:23,203,42,14,28,2,2,2,,,,,,,
